roboflow_path,roboflow_rel_path,roboflow_split,match_path,match_rel_path,match_split,source,method,distance,decision
C:\Pywork\dental\dental\data\raw\kaggle\dental_disease_panoramic_detection\YOLO\YOLO\test\images\1299780000-jpg_png_jpg.rf.e0afbfcb3fe6605cf40a6803a875f5a9.jpg,test/images/1299780000-jpg_png_jpg.rf.e0afbfcb3fe6605cf40a6803a875f5a9.jpg,test,C:\Pywork\dental\dental\data\detection_hierarchical_zenodo_5class\images\train\base_cx_027142.jpg,base_cx_027142.jpg,train,existing,dhash,4,exclude
C:\Pywork\dental\dental\data\raw\kaggle\dental_disease_panoramic_detection\YOLO\YOLO\test\images\1301300000-jpg_png_jpg.rf.6e3cf7397a9b1608856c6dbdc1301b18.jpg,test/images/1301300000-jpg_png_jpg.rf.6e3cf7397a9b1608856c6dbdc1301b18.jpg,test,C:\Pywork\dental\dental\data\detection_hierarchical_zenodo_5class\images\train\base_cx_001519.jpg,base_cx_001519.jpg,train,existing,dhash,2,exclude
C:\Pywork\dental\dental\data\raw\kaggle\dental_disease_panoramic_detection\YOLO\YOLO\test\images\1315950000-jpg_png_jpg.rf.6304b7f0f940fe4a69ae3a4f0446e1db.jpg,test/images/1315950000-jpg_png_jpg.rf.6304b7f0f940fe4a69ae3a4f0446e1db.jpg,test,C:\Pywork\dental\dental\data\detection_hierarchical_zenodo_5class\images\test\base_cx_005655.jpg,base_cx_005655.jpg,test,existing,dhash,3,exclude
C:\Pywork\dental\dental\data\raw\kaggle\dental_disease_panoramic_detection\YOLO\YOLO\test\images\1373350000-jpg_png_jpg.rf.43feb324c8d9ecc68b0045d16b891d30.jpg,test/images/1373350000-jpg_png_jpg.rf.43feb324c8d9ecc68b0045d16b891d30.jpg,test,C:\Pywork\dental\dental\data\detection_hierarchical_zenodo_5class\images\train\base_cx_016797.jpg,base_cx_016797.jpg,train,existing,dhash,3,exclude
C:\Pywork\dental\dental\data\raw\kaggle\dental_disease_panoramic_detection\YOLO\YOLO\test\images\1470310000-jpg_png_jpg.rf.9915f441bc1d0d5693736973f05652e4.jpg,test/images/1470310000-jpg_png_jpg.rf.9915f441bc1d0d5693736973f05652e4.jpg,test,C:\Pywork\dental\dental\data\detection_hierarchical_zenodo_5class\images\train\base_cx_026794.jpg,base_cx_026794.jpg,train,existing,dhash,3,exclude
C:\Pywork\dental\dental\data\raw\kaggle\dental_disease_panoramic_detection\YOLO\YOLO\test\images\1476450000-jpg_png_jpg.rf.b13c98cc58bf6ba1bfd9faac1090467b.jpg,test/images/1476450000-jpg_png_jpg.rf.b13c98cc58bf6ba1bfd9faac1090467b.jpg,test,C:\Pywork\dental\dental\data\detection_hierarchical_zenodo_5class\images\test\base_cx_027131.jpg,base_cx_027131.jpg,test,existing,dhash,4,exclude
C:\Pywork\dental\dental\data\raw\kaggle\dental_disease_panoramic_detection\YOLO\YOLO\test\images\1508700000-jpg_png_jpg.rf.10194482b41f04fcfc64e3e7ecb3dc5d.jpg,test/images/1508700000-jpg_png_jpg.rf.10194482b41f04fcfc64e3e7ecb3dc5d.jpg,test,C:\Pywork\dental\dental\data\detection_hierarchical_zenodo_5class\images\train\base_cx_025395.jpg,base_cx_025395.jpg,train,existing,dhash,2,exclude
C:\Pywork\dental\dental\data\raw\kaggle\dental_disease_panoramic_detection\YOLO\YOLO\test\images\1519610000-jpg_png_jpg.rf.e851d357c81c2c9c3f6e4069cc4ecc97.jpg,test/images/1519610000-jpg_png_jpg.rf.e851d357c81c2c9c3f6e4069cc4ecc97.jpg,test,C:\Pywork\dental\dental\data\detection_hierarchical_zenodo_5class\images\test\base_cx_027539.jpg,base_cx_027539.jpg,test,existing,dhash,3,exclude
C:\Pywork\dental\dental\data\raw\kaggle\dental_disease_panoramic_detection\YOLO\YOLO\test\images\1527220000-jpg_png_jpg.rf.3afe8ce9d8aae8192de9b5bc296fd3a0.jpg,test/images/1527220000-jpg_png_jpg.rf.3afe8ce9d8aae8192de9b5bc296fd3a0.jpg,test,C:\Pywork\dental\dental\data\detection_hierarchical_zenodo_5class\images\train\base_cx_001165.jpg,base_cx_001165.jpg,train,existing,dhash,2,exclude
C:\Pywork\dental\dental\data\raw\kaggle\dental_disease_panoramic_detection\YOLO\YOLO\test\images\1561550000-jpg_png_jpg.rf.36d15e2ad125d78304fb1de7179e730f.jpg,test/images/1561550000-jpg_png_jpg.rf.36d15e2ad125d78304fb1de7179e730f.jpg,test,C:\Pywork\dental\dental\data\detection_hierarchical_zenodo_5class\images\test\base_umfih_v3.jpg,base_umfih_v3.jpg,test,existing,dhash,2,exclude
C:\Pywork\dental\dental\data\raw\kaggle\dental_disease_panoramic_detection\YOLO\YOLO\test\images\1563330000-jpg_png_jpg.rf.59c02963d40eb0169b6322a515998e42.jpg,test/images/1563330000-jpg_png_jpg.rf.59c02963d40eb0169b6322a515998e42.jpg,test,C:\Pywork\dental\dental\data\detection_hierarchical_zenodo_5class\images\val\base_cx_014664.jpg,base_cx_014664.jpg,val,existing,dhash,3,exclude
C:\Pywork\dental\dental\data\raw\kaggle\dental_disease_panoramic_detection\YOLO\YOLO\test\images\1614380000-jpg_png_jpg.rf.8dc29a9dae0da825d88832d58d8ff72f.jpg,test/images/1614380000-jpg_png_jpg.rf.8dc29a9dae0da825d88832d58d8ff72f.jpg,test,C:\Pywork\dental\dental\data\detection_hierarchical_zenodo_5class\images\test\base_cx_007311.jpg,base_cx_007311.jpg,test,existing,dhash,4,exclude
C:\Pywork\dental\dental\data\raw\kaggle\dental_disease_panoramic_detection\YOLO\YOLO\test\images\1640550000-jpg_png_jpg.rf.72f64a457535fd76b7a1d83dfcef9dfb.jpg,test/images/1640550000-jpg_png_jpg.rf.72f64a457535fd76b7a1d83dfcef9dfb.jpg,test,C:\Pywork\dental\dental\data\detection_hierarchical_zenodo_5class\images\train\base_cx_025360.jpg,base_cx_025360.jpg,train,existing,dhash,2,exclude
C:\Pywork\dental\dental\data\raw\kaggle\dental_disease_panoramic_detection\YOLO\YOLO\test\images\1647340000-jpg_png_jpg.rf.84b350db2b1f1fbe681ba23be432f734.jpg,test/images/1647340000-jpg_png_jpg.rf.84b350db2b1f1fbe681ba23be432f734.jpg,test,C:\Pywork\dental\dental\data\detection_hierarchical_zenodo_5class\images\test\base_umfih_v3.jpg,base_umfih_v3.jpg,test,existing,dhash,2,exclude
C:\Pywork\dental\dental\data\raw\kaggle\dental_disease_panoramic_detection\YOLO\YOLO\test\images\1675950000-jpg_png_jpg.rf.58c4d78d6a90166f3bf33c9d6da4354b.jpg,test/images/1675950000-jpg_png_jpg.rf.58c4d78d6a90166f3bf33c9d6da4354b.jpg,test,C:\Pywork\dental\dental\data\detection_hierarchical_zenodo_5class\images\train\base_cx_011387.jpg,base_cx_011387.jpg,train,existing,dhash,2,exclude
C:\Pywork\dental\dental\data\raw\kaggle\dental_disease_panoramic_detection\YOLO\YOLO\test\images\1689640000-jpg_png_jpg.rf.c46b45aa57c75fb13fd885f07e7b2464.jpg,test/images/1689640000-jpg_png_jpg.rf.c46b45aa57c75fb13fd885f07e7b2464.jpg,test,C:\Pywork\dental\dental\data\detection_hierarchical_zenodo_5class\images\train\base_umfih_1165.jpg,base_umfih_1165.jpg,train,existing,dhash,4,exclude
C:\Pywork\dental\dental\data\raw\kaggle\dental_disease_panoramic_detection\YOLO\YOLO\test\images\1692240000-jpg_png_jpg.rf.57d9a897c8ea700a761422a0b6e71291.jpg,test/images/1692240000-jpg_png_jpg.rf.57d9a897c8ea700a761422a0b6e71291.jpg,test,C:\Pywork\dental\dental\data\detection_hierarchical_zenodo_5class\images\train\base_cx_019572.jpg,base_cx_019572.jpg,train,existing,dhash,4,exclude
C:\Pywork\dental\dental\data\raw\kaggle\dental_disease_panoramic_detection\YOLO\YOLO\test\images\1743580000-jpg_png_jpg.rf.bcc96090f893a17f87bac60700628ce9.jpg,test/images/1743580000-jpg_png_jpg.rf.bcc96090f893a17f87bac60700628ce9.jpg,test,C:\Pywork\dental\dental\data\detection_hierarchical_zenodo_5class\images\val\base_umfih_120.jpg,base_umfih_120.jpg,val,existing,dhash,4,exclude
C:\Pywork\dental\dental\data\raw\kaggle\dental_disease_panoramic_detection\YOLO\YOLO\test\images\1796390000-jpg_png_jpg.rf.17fe4a919002f00a9021f8b25df0f75a.jpg,test/images/1796390000-jpg_png_jpg.rf.17fe4a919002f00a9021f8b25df0f75a.jpg,test,C:\Pywork\dental\dental\data\detection_hierarchical_zenodo_5class\images\train\base_cx_010717.jpg,base_cx_010717.jpg,train,existing,dhash,2,exclude
C:\Pywork\dental\dental\data\raw\kaggle\dental_disease_panoramic_detection\YOLO\YOLO\test\images\1838000000-jpg_png_jpg.rf.acea8eaef2765103a32f8719975d3818.jpg,test/images/1838000000-jpg_png_jpg.rf.acea8eaef2765103a32f8719975d3818.jpg,test,C:\Pywork\dental\dental\data\detection_hierarchical_zenodo_5class\images\train\base_cx_010160.jpg,base_cx_010160.jpg,train,existing,dhash,1,exclude
C:\Pywork\dental\dental\data\raw\kaggle\dental_disease_panoramic_detection\YOLO\YOLO\test\images\1844470000-jpg_png_jpg.rf.0478f082027c82de6a54e8973dd1a605.jpg,test/images/1844470000-jpg_png_jpg.rf.0478f082027c82de6a54e8973dd1a605.jpg,test,C:\Pywork\dental\dental\data\detection_hierarchical_zenodo_5class\images\train\base_cx_026566.jpg,base_cx_026566.jpg,train,existing,dhash,3,exclude
C:\Pywork\dental\dental\data\raw\kaggle\dental_disease_panoramic_detection\YOLO\YOLO\test\images\189590000-jpg_png_jpg.rf.974af31fef8637d1bade724308cad283.jpg,test/images/189590000-jpg_png_jpg.rf.974af31fef8637d1bade724308cad283.jpg,test,C:\Pywork\dental\dental\data\detection_hierarchical_zenodo_5class\images\train\base_cx_024070.jpg,base_cx_024070.jpg,train,existing,dhash,4,exclude
C:\Pywork\dental\dental\data\raw\kaggle\dental_disease_panoramic_detection\YOLO\YOLO\test\images\1949510000-jpg_png_jpg.rf.e4b72a8b9fdcd1ab0ead8a89cc32cf8a.jpg,test/images/1949510000-jpg_png_jpg.rf.e4b72a8b9fdcd1ab0ead8a89cc32cf8a.jpg,test,C:\Pywork\dental\dental\data\detection_hierarchical_zenodo_5class\images\train\base_cx_007020.jpg,base_cx_007020.jpg,train,existing,dhash,3,exclude
C:\Pywork\dental\dental\data\raw\kaggle\dental_disease_panoramic_detection\YOLO\YOLO\test\images\1990130000-jpg_png_jpg.rf.1028e379c782169ce60d4329df84c938.jpg,test/images/1990130000-jpg_png_jpg.rf.1028e379c782169ce60d4329df84c938.jpg,test,C:\Pywork\dental\dental\data\detection_hierarchical_zenodo_5class\images\test\base_cx_022161.jpg,base_cx_022161.jpg,test,existing,dhash,3,exclude
C:\Pywork\dental\dental\data\raw\kaggle\dental_disease_panoramic_detection\YOLO\YOLO\test\images\1f5792d4-Ghorbani_ahoe_Fateme_40yo_31052021_171708_jpg.rf.2a77f46d1f40a75d788563c4d24e8435.jpg,test/images/1f5792d4-Ghorbani_ahoe_Fateme_40yo_31052021_171708_jpg.rf.2a77f46d1f40a75d788563c4d24e8435.jpg,test,C:\Pywork\dental\dental\data\detection_hierarchical_zenodo_5class\images\train\base_cx_011305.jpg,base_cx_011305.jpg,train,existing,dhash,3,exclude
C:\Pywork\dental\dental\data\raw\kaggle\dental_disease_panoramic_detection\YOLO\YOLO\test\images\2011860000-jpg_png_jpg.rf.af0a86498c1d8880ed239605fe9e021f.jpg,test/images/2011860000-jpg_png_jpg.rf.af0a86498c1d8880ed239605fe9e021f.jpg,test,C:\Pywork\dental\dental\data\detection_hierarchical_zenodo_5class\images\train\base_cx_026495.jpg,base_cx_026495.jpg,train,existing,dhash,2,exclude
C:\Pywork\dental\dental\data\raw\kaggle\dental_disease_panoramic_detection\YOLO\YOLO\test\images\2062930000-jpg_png_jpg.rf.f89e2721cb4ab74dbc2bdc9a5901b287.jpg,test/images/2062930000-jpg_png_jpg.rf.f89e2721cb4ab74dbc2bdc9a5901b287.jpg,test,C:\Pywork\dental\dental\data\detection_hierarchical_zenodo_5class\images\train\base_cx_000420.jpg,base_cx_000420.jpg,train,existing,dhash,3,exclude
C:\Pywork\dental\dental\data\raw\kaggle\dental_disease_panoramic_detection\YOLO\YOLO\test\images\2091440000-jpg_png_jpg.rf.cb5e0195cc8fd72bbd79b4b6f4fe8361.jpg,test/images/2091440000-jpg_png_jpg.rf.cb5e0195cc8fd72bbd79b4b6f4fe8361.jpg,test,C:\Pywork\dental\dental\data\detection_hierarchical_zenodo_5class\images\train\base_cx_026845.jpg,base_cx_026845.jpg,train,existing,dhash,3,exclude
C:\Pywork\dental\dental\data\raw\kaggle\dental_disease_panoramic_detection\YOLO\YOLO\test\images\2103780000-jpg_png_jpg.rf.d6d3c8a4991079ea92b1ecf30ff08faa.jpg,test/images/2103780000-jpg_png_jpg.rf.d6d3c8a4991079ea92b1ecf30ff08faa.jpg,test,C:\Pywork\dental\dental\data\detection_hierarchical_zenodo_5class\images\train\base_cx_008229.jpg,base_cx_008229.jpg,train,existing,dhash,3,exclude
C:\Pywork\dental\dental\data\raw\kaggle\dental_disease_panoramic_detection\YOLO\YOLO\test\images\211250000-jpg_png_jpg.rf.7f9e832643f6846be4073b365979f993.jpg,test/images/211250000-jpg_png_jpg.rf.7f9e832643f6846be4073b365979f993.jpg,test,C:\Pywork\dental\dental\data\detection_hierarchical_zenodo_5class\images\train\base_cx_022250.jpg,base_cx_022250.jpg,train,existing,dhash,4,exclude
C:\Pywork\dental\dental\data\raw\kaggle\dental_disease_panoramic_detection\YOLO\YOLO\test\images\2129200000-jpg_png_jpg.rf.e98f4ef6c823034534b47073d35bd9da.jpg,test/images/2129200000-jpg_png_jpg.rf.e98f4ef6c823034534b47073d35bd9da.jpg,test,C:\Pywork\dental\dental\data\detection_hierarchical_zenodo_5class\images\train\base_cx_027269.jpg,base_cx_027269.jpg,train,existing,dhash,3,exclude
C:\Pywork\dental\dental\data\raw\kaggle\dental_disease_panoramic_detection\YOLO\YOLO\test\images\2144410000-jpg_png_jpg.rf.749595b90b6ebf5f3e99ae2363adb955.jpg,test/images/2144410000-jpg_png_jpg.rf.749595b90b6ebf5f3e99ae2363adb955.jpg,test,C:\Pywork\dental\dental\data\detection_hierarchical_zenodo_5class\images\train\base_cx_013218.jpg,base_cx_013218.jpg,train,existing,dhash,4,exclude
C:\Pywork\dental\dental\data\raw\kaggle\dental_disease_panoramic_detection\YOLO\YOLO\test\images\2197250000-jpg_png_jpg.rf.3a77511cafb34935f0978a45200db392.jpg,test/images/2197250000-jpg_png_jpg.rf.3a77511cafb34935f0978a45200db392.jpg,test,C:\Pywork\dental\dental\data\detection_hierarchical_zenodo_5class\images\train\base_cx_020386.jpg,base_cx_020386.jpg,train,existing,dhash,3,exclude
C:\Pywork\dental\dental\data\raw\kaggle\dental_disease_panoramic_detection\YOLO\YOLO\test\images\225330000-jpg_png_jpg.rf.ec48f2b4fdeef7185ac41fef8ee7c715.jpg,test/images/225330000-jpg_png_jpg.rf.ec48f2b4fdeef7185ac41fef8ee7c715.jpg,test,C:\Pywork\dental\dental\data\detection_hierarchical_zenodo_5class\images\train\base_cx_012547.jpg,base_cx_012547.jpg,train,existing,dhash,4,exclude
C:\Pywork\dental\dental\data\raw\kaggle\dental_disease_panoramic_detection\YOLO\YOLO\test\images\22c4857c-Hoseinian_amiri_Masoumeh_53y_31052021_095302_jpg.rf.4f06b3f340546c1043b302af0ed753b6.jpg,test/images/22c4857c-Hoseinian_amiri_Masoumeh_53y_31052021_095302_jpg.rf.4f06b3f340546c1043b302af0ed753b6.jpg,test,C:\Pywork\dental\dental\data\detection_hierarchical_zenodo_5class\images\train\base_cx_028617.jpg,base_cx_028617.jpg,train,existing,dhash,4,exclude
C:\Pywork\dental\dental\data\raw\kaggle\dental_disease_panoramic_detection\YOLO\YOLO\test\images\2364920000-jpg_png_jpg.rf.7d601576b22a46021bb935321f661a5c.jpg,test/images/2364920000-jpg_png_jpg.rf.7d601576b22a46021bb935321f661a5c.jpg,test,C:\Pywork\dental\dental\data\detection_hierarchical_zenodo_5class\images\test\base_cx_021600.jpg,base_cx_021600.jpg,test,existing,dhash,1,exclude
C:\Pywork\dental\dental\data\raw\kaggle\dental_disease_panoramic_detection\YOLO\YOLO\test\images\2366020000-jpg_png_jpg.rf.357f3df763c32b5228f0ee9fea40bd6d.jpg,test/images/2366020000-jpg_png_jpg.rf.357f3df763c32b5228f0ee9fea40bd6d.jpg,test,C:\Pywork\dental\dental\data\detection_hierarchical_zenodo_5class\images\train\base_umfih_1108.jpg,base_umfih_1108.jpg,train,existing,dhash,4,exclude
C:\Pywork\dental\dental\data\raw\kaggle\dental_disease_panoramic_detection\YOLO\YOLO\test\images\2432720000-jpg_png_jpg.rf.52bf4a891ac47893bc5a2d12e2c558e2.jpg,test/images/2432720000-jpg_png_jpg.rf.52bf4a891ac47893bc5a2d12e2c558e2.jpg,test,C:\Pywork\dental\dental\data\detection_hierarchical_zenodo_5class\images\test\base_cx_013146.jpg,base_cx_013146.jpg,test,existing,dhash,2,exclude
C:\Pywork\dental\dental\data\raw\kaggle\dental_disease_panoramic_detection\YOLO\YOLO\test\images\2436770000-jpg_png_jpg.rf.8ba9efc95ad99856eff134300f47dcb9.jpg,test/images/2436770000-jpg_png_jpg.rf.8ba9efc95ad99856eff134300f47dcb9.jpg,test,C:\Pywork\dental\dental\data\detection_hierarchical_zenodo_5class\images\train\base_cx_013030.jpg,base_cx_013030.jpg,train,existing,dhash,3,exclude
C:\Pywork\dental\dental\data\raw\kaggle\dental_disease_panoramic_detection\YOLO\YOLO\test\images\2443490000-jpg_png_jpg.rf.f6bfa6b03575faa4c29d1943414748b3.jpg,test/images/2443490000-jpg_png_jpg.rf.f6bfa6b03575faa4c29d1943414748b3.jpg,test,C:\Pywork\dental\dental\data\detection_hierarchical_zenodo_5class\images\train\base_cx_005806.jpg,base_cx_005806.jpg,train,existing,dhash,2,exclude
C:\Pywork\dental\dental\data\raw\kaggle\dental_disease_panoramic_detection\YOLO\YOLO\test\images\2454710000-jpg_png_jpg.rf.81f0db0a14fe1067b46db138c7bf4e6f.jpg,test/images/2454710000-jpg_png_jpg.rf.81f0db0a14fe1067b46db138c7bf4e6f.jpg,test,C:\Pywork\dental\dental\data\detection_hierarchical_zenodo_5class\images\train\base_cx_028412.jpg,base_cx_028412.jpg,train,existing,dhash,4,exclude
C:\Pywork\dental\dental\data\raw\kaggle\dental_disease_panoramic_detection\YOLO\YOLO\test\images\2512130000-jpg_png_jpg.rf.943a0201098b69f5e4d036e07c0a5b20.jpg,test/images/2512130000-jpg_png_jpg.rf.943a0201098b69f5e4d036e07c0a5b20.jpg,test,C:\Pywork\dental\dental\data\detection_hierarchical_zenodo_5class\images\train\base_cx_014106.jpg,base_cx_014106.jpg,train,existing,dhash,1,exclude
C:\Pywork\dental\dental\data\raw\kaggle\dental_disease_panoramic_detection\YOLO\YOLO\test\images\2520700000-jpg_png_jpg.rf.22208b5f6037cca56bdef4f32c3a36b3.jpg,test/images/2520700000-jpg_png_jpg.rf.22208b5f6037cca56bdef4f32c3a36b3.jpg,test,C:\Pywork\dental\dental\data\detection_hierarchical_zenodo_5class\images\train\base_cx_006705.jpg,base_cx_006705.jpg,train,existing,dhash,4,exclude
C:\Pywork\dental\dental\data\raw\kaggle\dental_disease_panoramic_detection\YOLO\YOLO\test\images\253810000-jpg_png_jpg.rf.16feeb9a901718b63f9d086d8d839b21.jpg,test/images/253810000-jpg_png_jpg.rf.16feeb9a901718b63f9d086d8d839b21.jpg,test,C:\Pywork\dental\dental\data\detection_hierarchical_zenodo_5class\images\train\base_cx_026332.jpg,base_cx_026332.jpg,train,existing,dhash,4,exclude
C:\Pywork\dental\dental\data\raw\kaggle\dental_disease_panoramic_detection\YOLO\YOLO\test\images\2579470000-jpg_png_jpg.rf.18b194b50247ee133d62146b33027298.jpg,test/images/2579470000-jpg_png_jpg.rf.18b194b50247ee133d62146b33027298.jpg,test,C:\Pywork\dental\dental\data\detection_hierarchical_zenodo_5class\images\train\base_cx_027567.jpg,base_cx_027567.jpg,train,existing,dhash,2,exclude
C:\Pywork\dental\dental\data\raw\kaggle\dental_disease_panoramic_detection\YOLO\YOLO\test\images\2582900000-jpg_png_jpg.rf.7af5f39b7b32c46b3fcaea5659576dba.jpg,test/images/2582900000-jpg_png_jpg.rf.7af5f39b7b32c46b3fcaea5659576dba.jpg,test,C:\Pywork\dental\dental\data\detection_hierarchical_zenodo_5class\images\test\base_cx_000949.jpg,base_cx_000949.jpg,test,existing,dhash,3,exclude
C:\Pywork\dental\dental\data\raw\kaggle\dental_disease_panoramic_detection\YOLO\YOLO\test\images\2584880000-jpg_png_jpg.rf.5e55c42021525bd0fe8a338f5f52a569.jpg,test/images/2584880000-jpg_png_jpg.rf.5e55c42021525bd0fe8a338f5f52a569.jpg,test,C:\Pywork\dental\dental\data\detection_hierarchical_zenodo_5class\images\train\base_cx_021340.jpg,base_cx_021340.jpg,train,existing,dhash,2,exclude
C:\Pywork\dental\dental\data\raw\kaggle\dental_disease_panoramic_detection\YOLO\YOLO\test\images\2648530000-jpg_png_jpg.rf.06756bc0b0f620050a6ca1e2116772a4.jpg,test/images/2648530000-jpg_png_jpg.rf.06756bc0b0f620050a6ca1e2116772a4.jpg,test,C:\Pywork\dental\dental\data\detection_hierarchical_zenodo_5class\images\train\base_cx_020203.jpg,base_cx_020203.jpg,train,existing,dhash,4,exclude
C:\Pywork\dental\dental\data\raw\kaggle\dental_disease_panoramic_detection\YOLO\YOLO\test\images\2660860000-jpg_png_jpg.rf.ed1d2114b6cdc9de5876ce6e733d52e4.jpg,test/images/2660860000-jpg_png_jpg.rf.ed1d2114b6cdc9de5876ce6e733d52e4.jpg,test,C:\Pywork\dental\dental\data\detection_hierarchical_zenodo_5class\images\train\base_cx_026861.jpg,base_cx_026861.jpg,train,existing,dhash,3,exclude
C:\Pywork\dental\dental\data\raw\kaggle\dental_disease_panoramic_detection\YOLO\YOLO\test\images\2691340000-jpg_png_jpg.rf.cb7c763aa81a2c4c5584af3d8be8c271.jpg,test/images/2691340000-jpg_png_jpg.rf.cb7c763aa81a2c4c5584af3d8be8c271.jpg,test,C:\Pywork\dental\dental\data\detection_hierarchical_zenodo_5class\images\train\base_cx_021192.jpg,base_cx_021192.jpg,train,existing,dhash,4,exclude
C:\Pywork\dental\dental\data\raw\kaggle\dental_disease_panoramic_detection\YOLO\YOLO\test\images\2698090000-jpg_png_jpg.rf.bb8eaa50dd755119807aae3d7285e883.jpg,test/images/2698090000-jpg_png_jpg.rf.bb8eaa50dd755119807aae3d7285e883.jpg,test,C:\Pywork\dental\dental\data\detection_hierarchical_zenodo_5class\images\val\base_umfih_120.jpg,base_umfih_120.jpg,val,existing,dhash,4,exclude
C:\Pywork\dental\dental\data\raw\kaggle\dental_disease_panoramic_detection\YOLO\YOLO\test\images\2740430000-jpg_png_jpg.rf.af3c4bebb861cdb679d66b16a5c1c568.jpg,test/images/2740430000-jpg_png_jpg.rf.af3c4bebb861cdb679d66b16a5c1c568.jpg,test,C:\Pywork\dental\dental\data\detection_hierarchical_zenodo_5class\images\test\base_cx_000547.jpg,base_cx_000547.jpg,test,existing,dhash,0,exclude
